_id,version,acc,avg_pre,avg_recall,avg_f1,task,pretrained,classifier
666303319ddf9bcb2e39420f,1,0.9455,0.5684,0.7344,0.6313,,,
667119008b92d9e06643ccec,2,0.9639303482587065,0.5680881307746917,0.7498145396155285,0.6370171963492157,acsa,vinai/phobert-base,lstm
667119138b92d9e06643ccef,3,0.9539800995024875,0.5839769406933537,0.7409007751047488,0.6433685656359076,acsa,vinai/phobert-base,lstm
667119268b92d9e06643ccf2,4,0.9591625207296849,0.5978243702124244,0.7456893323186793,0.6537689723049714,acsa,vinai/phobert-base,lstm
6671193a8b92d9e06643ccf5,5,0.9512852404643449,0.5977453999842008,0.7387774630933779,0.6509903849821927,acsa,vinai/phobert-base,lstm
6671194e8b92d9e06643ccf8,6,0.970771144278607,0.5990918423754181,0.755630038838987,0.6581742040733862,acsa,vinai/phobert-base,lstm
667119618b92d9e06643ccfb,7,0.9827943615257048,0.5936626391850204,0.7657836359328823,0.658658983198055,acsa,vinai/phobert-base,lstm
667119758b92d9e06643ccfe,8,0.9852819237147595,0.5883282002684923,0.7677552592975396,0.6560368955013413,acsa,vinai/phobert-base,lstm
667119888b92d9e06643cd01,9,0.9846600331674958,0.5817341862117913,0.767400551355767,0.6517630732841471,acsa,vinai/phobert-base,lstm
6671199c8b92d9e06643cd04,10,0.9838308457711443,0.5827568506672919,0.7665174009701292,0.6522037050680626,acsa,vinai/phobert-base,lstm
667119b08b92d9e06643cd07,11,0.9856965174129353,0.5850311932401419,0.7680454748862631,0.6542748929930695,acsa,vinai/phobert-base,lstm
667119c48b92d9e06643cd0a,12,0.9850746268656716,0.5900852878464754,0.7676723405579037,0.6570066688262495,acsa,vinai/phobert-base,lstm
667119d78b92d9e06643cd0d,13,0.9832089552238806,0.597334754797435,0.7659172272356275,0.6610659736647465,acsa,vinai/phobert-base,lstm
667119eb8b92d9e06643cd10,14,0.9693200663349917,0.5952420437495006,0.7542803060215927,0.6552861026778234,acsa,vinai/phobert-base,lstm
667119fe8b92d9e06643cd13,15,0.9639303482587065,0.5937139698333668,0.7495111623221014,0.6527218344419126,acsa,vinai/phobert-base,lstm
66711a128b92d9e06643cd16,16,0.9560530679933665,0.5958935481323487,0.7430843019151413,0.6515069657848443,acsa,vinai/phobert-base,lstm
66711a268b92d9e06643cd19,17,0.9572968490878938,0.6032575219142328,0.7443478255667245,0.6563829117640955,acsa,vinai/phobert-base,lstm
66711a3a8b92d9e06643cd1c,18,0.9724295190713101,0.6032180368001206,0.7567711586368226,0.6613530714020934,acsa,vinai/phobert-base,lstm
66711a4d8b92d9e06643cd1f,19,0.974502487562189,0.5946853036405214,0.758742782001481,0.6566639490805443,acsa,vinai/phobert-base,lstm
66711a618b92d9e06643cd22,20,0.9653814262023217,0.5872976387901704,0.7508464172643209,0.6493562116733048,acsa,vinai/phobert-base,lstm
66711a758b92d9e06643cd25,21,0.9595771144278606,0.5882057964147465,0.7460776026074474,0.6480142148089201,acsa,vinai/phobert-base,lstm
66711a888b92d9e06643cd28,22,0.9614427860696517,0.592166153360178,0.7472749886928924,0.6510241862268517,acsa,vinai/phobert-base,lstm
66711a9c8b92d9e06643cd2b,23,0.9508706467661692,0.5981007660112091,0.7386497945577487,0.6509989028682351,acsa,vinai/phobert-base,lstm
