_id,correlation_id,id,latency
66864cbee868af850f76afbd,a2070bc3-8d0b-4814-947c-34a800b2777e,69353673,0.9283938407897949
66864cbee868af850f76afbe,c58f8c20-64e1-4904-a430-9246815de11d,69353673,0.7074940204620361
66864cc0e868af850f76afbf,82fc2dcb-3886-4cfc-9d8f-e19636a0be9b,69353673,1.0335144996643066
66864cc1e868af850f76afc0,816a5643-93db-4728-bbd9-e638a0f4c952,69353673,0.7511110305786133
66864cc2e868af850f76afc1,e6778c89-887d-429e-8f06-13b6432718de,69353673,0.7523739337921143
66864cc3e868af850f76afc2,58aa70fb-5e1c-4a23-b60e-8fb9a4b7c252,69353673,0.9158494472503662
66864cc4e868af850f76afc3,41ba26b5-c46d-4e70-9af9-741c410c4fd8,69353673,0.8578119277954102
66864cc5e868af850f76afc4,a0a01931-18ab-4bf0-b037-3e7a7e98283b,69353673,0.9030601978302002
66864cc6e868af850f76afc5,211fe78b-272e-442f-93b8-1b2bf6e9da72,69353673,0.8891181945800781
66864cc7e868af850f76afc6,453c22c2-2320-424c-bff5-e3e337e426ca,69353673,0.9066236019134521
66864cc9e868af850f76afc7,a04773f3-a99b-4258-aa62-8d957d05951c,69353673,0.9070286750793457
66864ccae868af850f76afc8,a8161cf8-4b4c-4f2e-8680-09b75600ef22,69353673,1.2766945362091064
66864ccbe868af850f76afc9,35ce5863-7c24-405f-b291-345cdcd89d2b,69353673,1.0455210208892822
66864ccce868af850f76afca,7d838d44-39cb-408b-bf01-69d667ea4645,69353673,0.8768150806427002
66864ccde868af850f76afcb,79f015c9-e6e2-4935-b52b-dbd36155ffe9,69353673,0.9088115692138672
66864ccee868af850f76afcc,0726607a-e7c4-46dc-a5e4-238e5484f342,69353673,0.8987464904785156
66864ccfe868af850f76afcd,6754ac47-bb6a-49f2-944a-04e97b183bcc,69353673,0.7692804336547852
66864cd0e868af850f76afce,17345ded-1a78-4398-a703-8ea4e6805e0e,69353673,0.7645394802093506
66864cd1e868af850f76afcf,00bc5c1c-32e0-4d5a-b756-1d0b6ac41566,69353673,0.8928453922271729
66864cd2e868af850f76afd0,ca130298-d7e5-4d21-b867-f8b04789b4dc,69353673,0.7430477142333984
66864cd4e868af850f76afd1,dfa0ef09-1e7e-4c65-bd21-b8586d004db8,69353673,0.9032351970672607
66864cd5e868af850f76afd2,3ff72a95-f5ec-47cf-951d-72a2d9e825ee,69353673,0.8737046718597412
66864cd6e868af850f76afd3,250c3861-7aaf-490c-aaad-03316f554c2f,69353673,0.923161506652832
66864cd7e868af850f76afd4,b7f16f0b-2bfd-4f37-948c-8092b1962597,69353673,0.7420268058776855
66864cd8e868af850f76afd5,f639e307-e709-4f30-bec2-665d794ceb64,69353673,0.8579566478729248
66864cd9e868af850f76afd6,1badad96-201e-4d5f-9952-a39c6b3e5b58,69353673,0.825188159942627
66864cdae868af850f76afd7,6a496720-32dc-4f07-9a8e-7731d252c73f,69353673,0.7287888526916504
66864cdbe868af850f76afd8,e9c767e5-1ca1-4213-a318-528e880dc612,69353673,0.8960733413696289
66864cdde868af850f76afd9,f541fde3-b094-491f-92b4-3e9644ba423a,69353673,0.8947772979736328
66864cdde868af850f76afda,f50a2b5f-22d6-4cd9-ad4c-423994b07712,69353673,0.7377891540527344
66864cdfe868af850f76afdb,c145004f-33a2-420e-9018-acc4c5a79bdd,69353673,0.8740746974945068
66864ce0e868af850f76afdc,a01cfdcb-fef4-4c0a-8431-9173e7cad0bb,69353673,0.8645961284637451
66864ce1e868af850f76afdd,0b52c7d9-510a-41f8-b1ce-e50db285b6d3,69353673,0.861107349395752
66864ce2e868af850f76afde,8cbfc093-52f2-46b4-9a44-c65f8ec63b57,69353673,0.7657999992370605
66864ce3e868af850f76afdf,8eac2589-2f2e-4d1f-8bb1-a1c24d36038e,69353673,0.8754804134368896
66864ce4e868af850f76afe0,4bb84098-9107-4d05-900f-01db972d5486,69353673,0.7283251285552979
66864ce5e868af850f76afe1,423d1698-fd16-4347-aa59-f1a8f9c56402,69353673,0.8874356746673584
66864ce6e868af850f76afe2,85931862-a594-4f40-a720-62f8add9ab3e,69353673,0.8951635360717773
66864ce8e868af850f76afe3,b7b045ab-cad1-4d59-83a7-e0ad1e615f58,69353673,0.8752589225769043
66864ce9e868af850f76afe4,0fa6dc3f-6966-418e-940f-79bcd0256a2d,69353673,0.902245283126831
66864ceae868af850f76afe5,4deed2d1-a2b5-4eb1-984c-cd5d4bdbd6df,69353673,0.8738996982574463
66864cebe868af850f76afe6,eae8d13d-4120-4e55-8855-5c828cf6fbc4,69353673,0.7183101177215576
66864cece868af850f76afe7,72dcfeb9-22bf-4f0d-8092-a0bef0049b24,69353673,0.8771841526031494
66864cede868af850f76afe8,4a5af828-d3ed-4cd4-9a45-47e47dc4d731,69353673,0.8776733875274658
66864ceee868af850f76afe9,489172cd-ec7c-4e8b-9e40-2d708e42d73c,69353673,0.8773245811462402
66864cefe868af850f76afea,d292f090-dcd9-490b-bcc9-b720ca040dd6,69353673,0.8723659515380859
66864cf0e868af850f76afeb,8e2b7eec-7f27-4886-a0ba-76db66893a2f,69353673,0.8761856555938721
66864cf1e868af850f76afec,8975f7d6-76c8-4ba7-b3bd-86d4e022cf43,69353673,0.8131306171417236
66864cf3e868af850f76afed,640c1293-c6d2-410b-ae01-a949880b1138,69353673,0.8010227680206299
66864cf4e868af850f76afee,5b6be9e3-cef2-4b0d-be39-7b62f86492e2,69353673,0.8618929386138916
