_id,correlation_id,id,latency
668641df33c714277ced2f18,3d194ff5-c203-4628-b3d5-ef79a4202753,69353673,0.94182086
668641df33c714277ced2f19,ad6b9988-8250-4742-a868-aa6042d019fa,69353673,1.192739964
668641e033c714277ced2f1a,c95cd810-a26e-4a09-811a-38f0e67bf127,69353673,1.361277103
668641e133c714277ced2f1b,b5c61a7c-ddbc-40a1-9554-494976377ecf,69353673,1.529394865
668641e233c714277ced2f1c,63d34106-247a-4137-955c-aff484d00c61,69353673,1.898310661
668641e333c714277ced2f1d,8570cf07-c41c-4dbb-95b9-9aafb15e79e1,69353673,2.00848031
668641e433c714277ced2f1e,5f28d6df-9616-4cb3-82db-8e2de9df0803,69353673,2.273671627
668641e433c714277ced2f1f,2275a383-0ba6-42ec-963f-2fde6d360349,69353673,2.5448246
668641e533c714277ced2f20,1f8a39f7-48b7-4cb1-8097-d41f40614c89,69353673,2.671134949
668641e633c714277ced2f21,9b12e5ab-f6c7-4dfc-9e82-3a0976b5dc73,69353673,2.966150045
668641e733c714277ced2f22,7223b48f-39eb-4458-8274-771927fe0b9f,69353673,3.104057789
668641e833c714277ced2f23,4f3d87b9-46d9-40e5-89f9-f5049a69c689,69353673,3.264105797
668641e833c714277ced2f24,d2ad2d69-ed9f-4a5e-8f2c-4466775f2ebf,69353673,3.479419947
668641e933c714277ced2f25,ed62047d-130d-4b5f-87b7-a0b0087ba46c,69353673,3.684720755
668641ea33c714277ced2f26,d2059d71-e50e-4003-a12e-5e3ee104a993,69353673,3.938692331
668641eb33c714277ced2f27,5ed2300d-5a22-450c-b337-93992a10e07f,69353673,4.091303349
668641ec33c714277ced2f28,d710be14-13b3-45b2-97d6-b30e813d4e91,69353673,4.245758295
668641ec33c714277ced2f29,186d7c5d-50fe-426a-8999-cc7364a19abe,69353673,4.378551722
668641ed33c714277ced2f2a,53648b04-f7a2-461c-8b3a-0f20bb40f728,69353673,4.562625885
668641ee33c714277ced2f2b,3f4d448e-936b-4ffd-8a4e-268c71376155,69353673,4.721943378
668641ef33c714277ced2f2c,1ef9fe44-65f2-4682-89df-22b0f9338d64,69353673,4.749828815
668641ef33c714277ced2f2d,c1d218ac-a3f6-4965-a786-1ad0499138a0,69353673,4.885850191
668641f033c714277ced2f2e,1e0989d9-216f-404f-acdc-35a0e68e5aca,69353673,5.046592236
668641f133c714277ced2f2f,204d7a64-ad11-488a-afd5-a266aaf07bdb,69353673,5.309321642
668641f233c714277ced2f30,b7e22b82-479d-4bf9-89a3-cdca85456c9b,69353673,5.33714056
668641f233c714277ced2f31,05e4336f-98d6-4a02-a955-4ec72a622e72,69353673,5.596645832
668641f333c714277ced2f32,e944192e-8e48-4946-9e13-056c5470b716,69353673,5.999149799
668641f433c714277ced2f33,1fd10b03-20f4-448c-91cf-72fd3fa2cc61,69353673,6.296600819
668641f533c714277ced2f34,91e032a2-efcc-4e9d-a79f-6b41780bcb8f,69353673,6.329956293
668641f633c714277ced2f35,ceb4d60c-01a9-4c2f-97fb-5e08e8eb5097,69353673,6.470808268
668641f733c714277ced2f36,ed31d4d9-5882-48d6-a5e8-a0bb0e77221b,69353673,6.69221139
668641f733c714277ced2f37,bf7d5466-6c0a-4eac-9c34-f81b8c7a1066,69353673,6.75575614
668641f833c714277ced2f38,99bf384d-4663-4bb3-81ea-5b42aa377fd6,69353673,7.035097122
668641f933c714277ced2f39,26654ac5-34d0-4f70-a9a9-c19945de141d,69353673,7.133035898
668641f933c714277ced2f3a,b8d72e63-0ef6-443d-830f-8c52fb064327,69353673,7.196704865
668641fa33c714277ced2f3b,b2d71dad-66e2-425f-9180-1e0bdb12a486,69353673,7.452107668
668641fb33c714277ced2f3c,816f6924-30ec-4882-861e-c6019d837f5f,69353673,7.726154566
668641fc33c714277ced2f3d,4ff536b6-b855-4261-a7a3-613c5f6d698d,69353673,7.988945246
668641fd33c714277ced2f3e,30fe0dd2-3f30-45bd-8ab4-66c029428061,69353673,8.257099867
668641fe33c714277ced2f3f,4a457c4d-fcec-43a2-84ab-d1c0d3eb01a5,69353673,8.397890091
668641fe33c714277ced2f40,2315f85e-7d80-4eb0-ba5d-38e766c6231a,69353673,8.571099281
668641ff33c714277ced2f41,9b2f59d6-c569-48f1-ae5c-c21db45f812a,69353673,8.813875198
6686420033c714277ced2f42,db93b9bb-8545-4663-8b20-d10a2ef10911,69353673,9.075966358
6686420133c714277ced2f43,fc91451b-ad91-45f9-bd42-5d04f5e94136,69353673,9.34586525
6686420233c714277ced2f44,c4d53d78-d489-4a0b-b81a-c0bd5f289083,69353673,9.615283728
6686420333c714277ced2f45,4d44dad8-de35-4edb-af0b-de5c3a930f85,69353673,9.71130085
6686420333c714277ced2f46,8c012298-dd52-46fb-9aa6-fef2ac16ddc9,69353673,9.971601963
6686420433c714277ced2f47,a0ddef6f-8102-4380-a886-1cca77a31a3d,69353673,10.29496527
6686420533c714277ced2f48,0c826a2e-4a6c-44ee-acb9-c7e81ff176cf,69353673,10.34657335
6686420633c714277ced2f49,ac2184df-a9b6-4177-8c29-0e52700bd6d5,69353673,10.62361813
6686420733c714277ced2f4a,fc5bbb4a-d116-443f-8375-4d8880941b5d,69353673,10.88795853
6686420833c714277ced2f4b,35430e93-2947-499d-a25a-5654215e219c,69353673,11.14196539
6686420833c714277ced2f4c,8432e96e-477b-414c-8d20-3b591abe641c,69353673,11.26551342
6686420933c714277ced2f4d,7939bf4e-d302-4e0c-b993-a7fd37d8bc41,69353673,11.5102756
