_id,version,acc,avg_pre,avg_recall,avg_f1
666303319ddf9bcb2e39420f,1,0.951,0.5844,0.7359,0.642
666c1618f4ba3d5f524fb72f,2,0.9019262634631318,0.5555065688247203,0.6956771675806422,0.6084367216239844
666c163df4ba3d5f524fb734,3,0.9161143330571665,0.5645357438750224,0.7077951368340717,0.6179807931039443
666c1662f4ba3d5f524fb739,4,0.954950289975145,0.5831197972146712,0.7399056101313722,0.641613976975813
666c168ef4ba3d5f524fb73e,5,0.9786661143330572,0.5987705645638679,0.7594350416222798,0.6593268330774816
666c16b5f4ba3d5f524fb743,6,0.9728666114333057,0.5882851027735171,0.7551289764732154,0.650956290309551
666c16dbf4ba3d5f524fb748,7,0.972970173985087,0.5920335739929903,0.7547051919359267,0.6529666094844493
666c1701f4ba3d5f524fb74d,8,0.971106048053024,0.5943997317236872,0.7533230428321527,0.6538965319968069
666c172bf4ba3d5f524fb752,9,0.9775269262634632,0.599041306663526,0.7585038005812635,0.6593583398198422
666c1750f4ba3d5f524fb757,10,0.9851905550952775,0.5909772359648237,0.7651814481661188,0.6568434791856789
666c1774f4ba3d5f524fb75c,11,0.9853976801988401,0.5791119264607396,0.7653459975539494,0.6496132198013199
666c1799f4ba3d5f524fb761,12,0.981980115990058,0.5872174221801545,0.762581699346404,0.6535344757524001
666c17c2f4ba3d5f524fb766,13,0.9739022369511184,0.582633053221302,0.7554628424139571,0.6481291887812475
666c17e7f4ba3d5f524fb76b,14,0.973384424192212,0.6113070580344961,0.7551391683433917,0.6655025808585708
666c180cf4ba3d5f524fb770,15,0.9697597348798674,0.6200319564445644,0.7518338790915404,0.6696107069219567
666c1830f4ba3d5f524fb775,16,0.9761806130903066,0.6205448376533866,0.757288995410369,0.6720443820565423
666c185af4ba3d5f524fb77a,17,0.9755592377796188,0.5893439065767297,0.7568298680974712,0.6527026646471819
666c1880f4ba3d5f524fb77f,18,0.9791839270919636,0.6020949224760476,0.7599280322457597,0.6618115618256748
666c18a4f4ba3d5f524fb784,19,0.9786661143330572,0.5911981694086234,0.7595522481292959,0.6549569325186849
666c18c8f4ba3d5f524fb789,20,0.9781483015741508,0.5944806091450809,0.7592578345892329,0.6568206308198307
666c18f2f4ba3d5f524fb78e,21,0.978976801988401,0.5883497060796292,0.7598412369642669,0.6532645394841199
666c1917f4ba3d5f524fb793,22,0.9836371168185584,0.629001459738841,0.7637315724411798,0.6797929439061816
666c193bf4ba3d5f524fb798,23,0.9842584921292461,0.6277626543575333,0.7643034678660183,0.679187458559725
666c195ff4ba3d5f524fb79d,24,0.9829121789560895,0.6217994239949654,0.7630756762799003,0.6751650531556737
666c1989f4ba3d5f524fb7a2,25,0.976698425849213,0.5818972659486463,0.7580708104838151,0.6486183985496617
666c19aef4ba3d5f524fb7a7,26,0.9840513670256835,0.6140351915414208,0.764168836548701,0.6706853493655777
666c19d3f4ba3d5f524fb7ac,27,0.9807373653686827,0.6146881287726514,0.7613491405952041,0.6700368033980564
666c19f7f4ba3d5f524fb7b1,28,0.980840927920464,0.616193237858539,0.7613065648794708,0.6709375642408224
666c1a20f4ba3d5f524fb7b6,29,0.9841549295774648,0.6190121118870247,0.764306426796069,0.6737469568182343
666c1a46f4ba3d5f524fb7bb,30,0.9842584921292461,0.6135716258334477,0.7643011664759778,0.6704111413863135
666c1a6af4ba3d5f524fb7c0,31,0.9853976801988401,0.6103227206375671,0.7653160794834345,0.6688249525590307
666c1a8ef4ba3d5f524fb7c5,32,0.9860190555095277,0.6161498402177937,0.7659259478439238,0.6726624848141277
666c1ab8f4ba3d5f524fb7ca,33,0.9859154929577465,0.586233084783225,0.7658338922423419,0.6542218579642234
666c1addf4ba3d5f524fb7cf,34,0.9839478044739023,0.6162780605199984,0.7642367275548702,0.6720761982294965
666c1b01f4ba3d5f524fb7d4,35,0.9840513670256835,0.6139898212806402,0.7640900961323484,0.6706823053691585
666c1b25f4ba3d5f524fb7d9,36,0.9803231151615576,0.6088472008521871,0.7609486987283154,0.6662420020473329
666c1b4ef4ba3d5f524fb7de,37,0.9824979287489644,0.5855821201720279,0.7627541392143703,0.6526539423118005
666c1b74f4ba3d5f524fb7e3,38,0.9764913007456504,0.6173294669980817,0.7573999552872777,0.6702087234686069
666c1b97f4ba3d5f524fb7e8,39,0.9822908036454018,0.6156093423284964,0.7626015899317455,0.6710685375015787
666c1bbbf4ba3d5f524fb7ed,40,0.9781483015741508,0.6070028011204635,0.7591508199523918,0.6643880978736264
666c1be5f4ba3d5f524fb7f2,41,0.9403479701739851,0.5771649504872476,0.7272566773188114,0.6339890734233534
666c1c0af4ba3d5f524fb7f7,42,0.9835335542667771,0.6242790073776151,0.7636487223997568,0.676859912168141
666c1c2ef4ba3d5f524fb7fc,43,0.9815658657829329,0.6216909298930996,0.7620423521521255,0.6745929165291487
666c1c52f4ba3d5f524fb801,44,0.9818765534382767,0.6219296169172039,0.7623796701779295,0.6748251247149595
