_id,version,acc,avg_pre,avg_recall,avg_f1
66607288f61952bdcbf5f016,1,0.5162,0.5359,0.4567,0.4472
666d1923436a6bf31b91fd0e,2,0.527363184079602,0.55419204045411,0.49385907656049927,0.4960188239735337
666d193f436a6bf31b91fd12,3,0.5157545605306799,0.5464312570089794,0.48439756150117463,0.48676855268147645
666d195c436a6bf31b91fd16,4,0.5290215588723052,0.539081804552358,0.4812914274980315,0.4817471313815342
666d1981436a6bf31b91fd1a,5,0.533167495854063,0.5166875710122704,0.46916412839885924,0.453493921629587
666d199f436a6bf31b91fd1e,6,0.5348258706467661,0.545548839947747,0.515166883744857,0.5193076769491864
666d19bc436a6bf31b91fd22,7,0.5323383084577115,0.5118989903240032,0.48947470271078525,0.488794791626381
666d19d9436a6bf31b91fd26,8,0.5348258706467661,0.509457976504032,0.4863405792194457,0.48308459478941407
666d19fe436a6bf31b91fd2a,9,0.5422885572139303,0.50994632881754,0.47563180323764165,0.4500564156847235
666d1a1c436a6bf31b91fd2e,10,0.5074626865671642,0.5243830858517442,0.4756805370986792,0.47993719017194225
666d1a38436a6bf31b91fd32,11,0.5406301824212272,0.531292986690926,0.5050025539582168,0.5091200730132476
666d1a55436a6bf31b91fd36,12,0.5041459369817579,0.47145973422769427,0.4711376791032705,0.4661354463707405
666d1a79436a6bf31b91fd3a,13,0.5265339966832504,0.4810229059957319,0.4732937946027414,0.4543068292172126
666d1a97436a6bf31b91fd3e,14,0.5207296849087893,0.5393360259331964,0.507508945460247,0.5102585790862398
666d1ab4436a6bf31b91fd42,15,0.521558872305141,0.5057903972087702,0.48960480648440025,0.49289844667231103
666d1ad0436a6bf31b91fd46,16,0.5290215588723052,0.5068623696809603,0.4907677631124751,0.49145298989541725
666d1af5436a6bf31b91fd4a,17,0.5439469320066335,0.5035181134143191,0.4720903512130228,0.43296329576063225
666d1b13436a6bf31b91fd4e,18,0.5323383084577115,0.5155308137695099,0.5049209087752992,0.5077754642358304
666d1b2f436a6bf31b91fd52,19,0.533167495854063,0.5146765312363987,0.4983878737469281,0.500736785775922
666d1b4c436a6bf31b91fd56,20,0.5174129353233831,0.4880124191432862,0.46612132309019366,0.4588703829829901
666d1b70436a6bf31b91fd5a,21,0.5290215588723052,0.4961348820572337,0.48487693929331055,0.46892518119890597
666d1b8e436a6bf31b91fd5e,22,0.4444444444444444,0.4476782124563381,0.4510184562156649,0.42447488180972864
666d1bab436a6bf31b91fd62,23,0.5199004975124378,0.5001845246226198,0.4968019862626887,0.4981255552984398
666d1bc7436a6bf31b91fd66,24,0.5240464344941956,0.5015227854062645,0.49761347772033443,0.49808907583702516
666d1bec436a6bf31b91fd6a,25,0.5373134328358209,0.5145262860238705,0.4779084100704461,0.4670801114681166
666d1c0a436a6bf31b91fd6e,26,0.5398009950248757,0.5346939888405443,0.5018550853607819,0.5062738562125672
666d1c26436a6bf31b91fd72,27,0.5339966832504146,0.5202421960248963,0.4816781217666058,0.4778961562471688
666d1c43436a6bf31b91fd76,28,0.5447761194029851,0.5442927435248774,0.4886179182713552,0.4845321896080757
666d1c67436a6bf31b91fd7a,29,0.5306799336650083,0.5436897513952309,0.46650399290639344,0.4548187060075873
666d1c85436a6bf31b91fd7e,30,0.5364842454394693,0.5484939743061886,0.513893499667088,0.5172539901220796
666d1ca2436a6bf31b91fd82,31,0.5356550580431177,0.5338568209778751,0.5013290162135331,0.5051991603186615
666d1cbe436a6bf31b91fd86,32,0.5265339966832504,0.5152275830151568,0.4879780909032953,0.4908354070022134
666d1ce3436a6bf31b91fd8a,33,0.5223880597014925,0.4609372129671096,0.46335071059937255,0.43832510369128136
666d1d01436a6bf31b91fd8e,34,0.5381426202321725,0.5400188845068444,0.5004651683371723,0.5054900994583886
666d1d1d436a6bf31b91fd92,35,0.5298507462686567,0.5251066093404027,0.48754571276905345,0.49024836008091954
666d1d3a436a6bf31b91fd96,36,0.5381426202321725,0.5262924473324179,0.4835588788393193,0.47893827691700297
666d1d5f436a6bf31b91fd9a,37,0.5074626865671642,0.47037470290818156,0.43516252676591155,0.4039563069943178
666d1d7c436a6bf31b91fd9e,38,0.5240464344941956,0.5214667046902531,0.5007641614753433,0.5036413662086342
666d1d99436a6bf31b91fda2,39,0.5298507462686567,0.5363732933412716,0.4845947816891491,0.485304250652752
666d1db6436a6bf31b91fda6,40,0.5199004975124378,0.5094739060031024,0.4710714600702204,0.4701210421784036
666d1dda436a6bf31b91fdaa,41,0.538971807628524,0.510117811370206,0.48582152396046635,0.47773093970806535
666d1df8436a6bf31b91fdae,42,0.5248756218905473,0.5029615414515461,0.494758103986344,0.49625897521241774
666d1e14436a6bf31b91fdb2,43,0.5033167495854063,0.47287254845978516,0.4702077883668772,0.4671481315947035
666d1e31436a6bf31b91fdb6,44,0.5016583747927031,0.4682337010312509,0.46641805901157474,0.4625292419414692
666d1e55436a6bf31b91fdba,45,0.538971807628524,0.5356367167715734,0.46340639778920484,0.4314912140999098
