,_id,version,acc,avg_pre,avg_recall,avg_f1
0,66607288f61952bdcbf5f016,1,0.5383,0.5726,0.4921,0.485
1,666b0b98da6d6158758e14f8,2,0.5401822700911351,0.5189951523160726,0.48682009405737103,0.4685909625135815
2,666b0bd9da6d6158758e14fc,3,0.5418392709196355,0.5378142083154546,0.48453125171565353,0.46234341981963545
3,666b0c19da6d6158758e1500,4,0.5476387738193869,0.5446055069363082,0.5016211359568927,0.49674609428759847
4,666b0c5ada6d6158758e1504,5,0.5401822700911351,0.5465809213563806,0.5267792169642798,0.5269878246933668
5,666b0c9bda6d6158758e1508,6,0.5356255178127589,0.532001584613255,0.49939526459685085,0.4967665377382023
6,666b0cdbda6d6158758e150c,7,0.5347970173985087,0.5722468874794456,0.5134022790995693,0.5079402874896535
7,666b0d1cda6d6158758e1510,8,0.5343827671913836,0.5694921240578232,0.5193811720579732,0.5160340765356703
8,666b0d5cda6d6158758e1514,9,0.5364540182270091,0.5239510224226112,0.4985111031046259,0.4973290048892922
9,666b0d9dda6d6158758e1518,10,0.5269262634631318,0.5349688271996846,0.5060845435928053,0.5074736672910848
10,666b0dddda6d6158758e151c,11,0.5414250207125103,0.550712315681587,0.4930280668879479,0.4867950613284892
11,666b0e1eda6d6158758e1520,12,0.5339685169842585,0.5413914114581149,0.48408597962464456,0.47558256603059323
12,666b0e5eda6d6158758e1524,13,0.5343827671913836,0.5430332294778059,0.5063940490245844,0.5063378910471578
13,666b0e9fda6d6158758e1528,14,0.5343827671913836,0.5213501900955556,0.4781896642438612,0.45783912123208625
14,666b0edfda6d6158758e152c,15,0.5124275062137531,0.5525245527599703,0.47866137803348646,0.4711642978631743
15,666b0f20da6d6158758e1530,16,0.5186412593206297,0.5342996696143282,0.4930069074153674,0.492213697475041
16,666b0f60da6d6158758e1534,17,0.536039768019884,0.5349886085432936,0.49329506996393974,0.4904423879507771
17,666b0fa1da6d6158758e1538,18,0.5434962717481359,0.5147713498106568,0.5043532084179804,0.4992864435321391
18,666b0fe1da6d6158758e153c,19,0.5144987572493787,0.505157693561423,0.47092175529055896,0.46496127328910924
19,666b1022da6d6158758e1540,20,0.5381110190555095,0.5762650100991512,0.5125133978405624,0.5073683191291594
20,666b1062da6d6158758e1544,21,0.543910521955261,0.5242190204741596,0.4951390192632757,0.48410556779013625
21,666b10a3da6d6158758e1548,22,0.5397680198840099,0.5281512961724977,0.5007897478155243,0.49917577432888344
22,666b10e3da6d6158758e154c,23,0.5115990057995029,0.49162688577648667,0.48705811825441697,0.48726428657351045
23,666b1124da6d6158758e1550,24,0.531897265948633,0.5298127700362337,0.5145708187677784,0.5135075422454508
24,666b1164da6d6158758e1554,25,0.5057995028997514,0.4897509935506668,0.468433068730491,0.4504390012465489
25,666b11a5da6d6158758e1558,26,0.5273405136702568,0.5773742112223069,0.4835889918507235,0.47266992588798296
26,666b11e5da6d6158758e155c,27,0.5248550124275062,0.589616531745999,0.47430393283003985,0.45642970101069064
27,666b1226da6d6158758e1560,28,0.5434962717481359,0.5375237283767947,0.4958569251365022,0.4890813878122247
28,666b1266da6d6158758e1564,29,0.5178127589063795,0.48371023910372907,0.4670614445895345,0.4423233138888136
29,666b12a7da6d6158758e1568,30,0.5227837613918807,0.550821317872659,0.467785134011175,0.4540994874014071
30,666b12e7da6d6158758e156c,31,0.527754763877382,0.4997017254105461,0.48808594529017535,0.4825373837814562
31,666b1328da6d6158758e1570,32,0.5289975144987572,0.5371997782843827,0.5130864643422476,0.5127459660290392
32,666b1369da6d6158758e1574,33,0.5476387738193869,0.5490286351514398,0.5140940061627438,0.516289408159503
33,666b13a9da6d6158758e1578,34,0.5509527754763878,0.5471528727770177,0.5105366653615168,0.5094432960242524
