,_id,version,acc,avg_pre,avg_recall,avg_f1
0,66607288f61952bdcbf5f016,1,0.5727,0.5867,0.5468,0.5493
1,666917e1e2ab22074fb38d8f,2,0.5629660314830157,0.5981416390860202,0.5159909978151882,0.5132063681056028
2,66691817e2ab22074fb38d93,3,0.5414250207125103,0.6207166945244585,0.47608789462722045,0.4514324835067958
3,6669184de2ab22074fb38d97,4,0.5555095277547639,0.6081116658440248,0.4976602306410634,0.48519222893835895
4,66691883e2ab22074fb38d9b,5,0.5658657829328915,0.587579205468252,0.526191269747119,0.5253608564131489
5,666918b9e2ab22074fb38d9f,6,0.5625517812758907,0.5734605771967313,0.5408833596209671,0.542066434768652
6,666918f0e2ab22074fb38da3,7,0.5753935376967688,0.5808002518832909,0.5579038107127995,0.5586829272323173
7,66691926e2ab22074fb38da7,8,0.5662800331400166,0.5731390905694701,0.5465260425604114,0.5478381534004308
8,6669195ce2ab22074fb38dab,9,0.5704225352112676,0.5743280554622752,0.5408830967324026,0.5430845428850831
9,66691992e2ab22074fb38daf,10,0.5733222866611434,0.5746338375732677,0.5402734214697202,0.5424676991119549
10,666919c8e2ab22074fb38db3,11,0.5741507870753936,0.5785408268827577,0.5492472020892378,0.5512803525238639
11,666919fee2ab22074fb38db7,12,0.5687655343827672,0.5750066353590396,0.5328762447070444,0.5339110827995986
12,66691a35e2ab22074fb38dbb,13,0.5712510356255178,0.5776994493553661,0.5368699438428454,0.5376386728847798
13,66691a6be2ab22074fb38dbf,14,0.5803645401822701,0.5894155372654953,0.5406202876460643,0.5413214727513634
14,66691aa1e2ab22074fb38dc3,15,0.5724937862468932,0.576621706535974,0.5341193958180078,0.5348494085348584
15,66691ad8e2ab22074fb38dc7,16,0.5749792874896438,0.586330918652002,0.5438885243908377,0.5456293667631521
16,66691b0ee2ab22074fb38dcb,17,0.5741507870753936,0.5849252587463892,0.5384374444189381,0.5395918609208566
17,66691b44e2ab22074fb38dcf,18,0.5836785418392709,0.5903960969320183,0.5476686357386953,0.5498343555972269
18,66691b7ae2ab22074fb38dd3,19,0.5737365368682684,0.5728783696113392,0.5331906594299192,0.5329937988881955
19,66691bb0e2ab22074fb38dd7,20,0.5782932891466446,0.5867752024155043,0.5511637208596891,0.5525838943699094
20,66691be6e2ab22074fb38ddb,21,0.5845070422535211,0.5889626242080055,0.5454998845613518,0.5463600181447251
21,66691c1de2ab22074fb38ddf,22,0.5729080364540182,0.5821808580205369,0.5351403449552822,0.5363432079514628
22,66691c53e2ab22074fb38de3,23,0.5729080364540182,0.5835796648390391,0.5334622355441919,0.5336283344923437
23,66691c89e2ab22074fb38de7,24,0.5787075393537697,0.5922798758158648,0.5536057477564417,0.5554110427923024
24,66691cbfe2ab22074fb38deb,25,0.5791217895608948,0.5727581728512178,0.5445195058546016,0.5460872013074657
25,66691cf5e2ab22074fb38def,26,0.5724937862468932,0.5744021793258622,0.5426312445479663,0.5443073438149307
26,66691d2be2ab22074fb38df3,27,0.5770505385252692,0.5958775301161993,0.5351972756136669,0.5347704369331273
27,66691d61e2ab22074fb38df7,28,0.5691797845898923,0.5780219260568277,0.5285149050846341,0.5281812913626921
28,66691d97e2ab22074fb38dfb,29,0.555923777961889,0.5604719938845056,0.5107983067335348,0.5075085652592565
29,66691dcee2ab22074fb38dff,30,0.5787075393537697,0.5876110595254639,0.5354479979397362,0.5351232737044698
30,66691e05e2ab22074fb38e03,31,0.5729080364540182,0.5748542268693152,0.5335074156951223,0.5339798929241543
31,66691e3be2ab22074fb38e07,32,0.5778790389395194,0.5779672097574657,0.5445562246619748,0.5469500074201822
32,66691e72e2ab22074fb38e0b,33,0.5729080364540182,0.5643509294756283,0.5389574746812024,0.5406672803681719
33,66691ea9e2ab22074fb38e0f,34,0.5811930405965203,0.5785096554115228,0.5460334016183322,0.5475981597800937
