_id,version,acc,avg_pre,avg_recall,avg_f1,task,pretrained,classifier
66607288f61952bdcbf5f016,1,0.5174,0.5297,0.4551,0.4415,,,
666ff4325efb03c484800b6e,2,0.4734660033167496,0.3491622574955908,0.3841158773619984,0.30470954755154117,cls,uitnlp/visobert,cnn
666ff47d5efb03c484800b72,3,0.4892205638474295,0.4659172221594547,0.4509635397827853,0.44647024167384153,cls,uitnlp/visobert,cnn
666ff4ca5efb03c484800b76,4,0.5132669983416253,0.521277925550843,0.47286711456454267,0.4681189603914988,cls,uitnlp/visobert,cnn
666ff5165efb03c484800b7a,5,0.48092868988391374,0.44955954674805326,0.4270593827492042,0.4049344178565995,cls,uitnlp/visobert,cnn
666ff5625efb03c484800b7e,6,0.5041459369817579,0.4838338767210886,0.47131549823766433,0.4712606049501333,cls,uitnlp/visobert,cnn
666ff5ae5efb03c484800b82,7,0.4842454394693201,0.5027166858136833,0.423796779579257,0.3952381258213516,cls,uitnlp/visobert,cnn
666ff5fa5efb03c484800b86,8,0.5298507462686567,0.5158265288338837,0.4817558691215056,0.4764357111806314,cls,uitnlp/visobert,cnn
666ff6455efb03c484800b8a,9,0.4925373134328358,0.5111694152923538,0.43859569294408346,0.4191769366169702,cls,uitnlp/visobert,cnn
666ff6915efb03c484800b8e,10,0.5223880597014925,0.5038018958092817,0.4898079670063173,0.48418216752665827,cls,uitnlp/visobert,cnn
666ff6de5efb03c484800b92,11,0.49585406301824214,0.4852257467118499,0.45822263887140924,0.4337053243224826,cls,uitnlp/visobert,cnn
666ff72a5efb03c484800b96,12,0.5149253731343284,0.4960525472414001,0.45644177740517183,0.4430510035783099,cls,uitnlp/visobert,cnn
666ff7765efb03c484800b9a,13,0.5132669983416253,0.5389812502051644,0.4357413432157588,0.40113694523652854,cls,uitnlp/visobert,cnn
666ff7c15efb03c484800b9e,14,0.5024875621890548,0.5301704518867965,0.43678261934263024,0.41603908535645084,cls,uitnlp/visobert,cnn
666ff80d5efb03c484800ba2,15,0.521558872305141,0.5394149542051813,0.4539610521096664,0.42940798883656034,cls,uitnlp/visobert,cnn
666ff8595efb03c484800ba6,16,0.5315091210613598,0.5213948118562469,0.4737792613748036,0.4550890503572876,cls,uitnlp/visobert,cnn
666ff8a55efb03c484800baa,17,0.5008291873963516,0.3374093372784164,0.4320927559747152,0.3723855798773779,cls,uitnlp/visobert,cnn
666ff8f15efb03c484800bae,18,0.5240464344941956,0.5329671366530745,0.4913405236148369,0.488628785866132,cls,uitnlp/visobert,cnn
666ff93d5efb03c484800bb2,19,0.5099502487562189,0.5003805827200322,0.4700389980996436,0.4673551841634467,cls,uitnlp/visobert,cnn
666ff9895efb03c484800bb6,20,0.5082918739635157,0.5126683724497172,0.4555763384662443,0.44510806996445057,cls,uitnlp/visobert,cnn
666ff9d55efb03c484800bba,21,0.48175787728026537,0.3081925349645158,0.40792346956022046,0.3448897193987532,cls,uitnlp/visobert,cnn
666ffa215efb03c484800bbe,22,0.472636815920398,0.3132912176390437,0.4182435858432208,0.35687664757749293,cls,uitnlp/visobert,cnn
666ffa6c5efb03c484800bc2,23,0.5091210613598673,0.4687614295067711,0.43663369808855573,0.38843752024725986,cls,uitnlp/visobert,cnn
666ffab85efb03c484800bc6,24,0.5290215588723052,0.5556866402681239,0.49894858841920064,0.4905949208395637,cls,uitnlp/visobert,cnn
666ffb045efb03c484800bca,25,0.5406301824212272,0.5247673058534025,0.5145513131991798,0.516898407106623,cls,uitnlp/visobert,cnn
666ffb505efb03c484800bce,26,0.5323383084577115,0.5594426169514645,0.5092659795258325,0.4976253770284483,cls,uitnlp/visobert,cnn
666ffb9b5efb03c484800bd2,27,0.5199004975124378,0.531045495456261,0.4563256353432143,0.4414439448930266,cls,uitnlp/visobert,cnn
666ffbe85efb03c484800bd6,28,0.5157545605306799,0.5346400492564175,0.5083210535234549,0.5006196086947111,cls,uitnlp/visobert,cnn
666ffc345efb03c484800bda,29,0.49087893864013266,0.5682147524545925,0.4763910318684877,0.44333395341379456,cls,uitnlp/visobert,cnn
666ffc7f5efb03c484800bde,30,0.521558872305141,0.5592731185951525,0.5066076608176123,0.5041491681100504,cls,uitnlp/visobert,cnn
666ffccb5efb03c484800be2,31,0.5232172470978441,0.5327304443521098,0.5167142113598343,0.5141152596702843,cls,uitnlp/visobert,cnn
666ffd175efb03c484800be6,32,0.5323383084577115,0.558625948072652,0.47782907165297966,0.468682278977643,cls,uitnlp/visobert,cnn
666ffd625efb03c484800bea,33,0.538971807628524,0.5324894205214636,0.49891399244283813,0.5005208769864086,cls,uitnlp/visobert,cnn
