_id,version,acc,avg_pre,avg_recall,avg_f1,task,pretrained,classifier
666303319ddf9bcb2e39420f,1,0.9455,0.5684,0.7344,0.6313,,,
666e81e7910eaa74d2ba31db,2,0.9861111111111112,0.5890981599936757,0.7684186092146202,0.656574942308043,acsa,vinai/phobert-base,lstm
666e8201910eaa74d2ba31e0,3,0.9861111111111112,0.6040695990944679,0.768418609214621,0.6660084883087535,acsa,vinai/phobert-base,lstm
666e821c910eaa74d2ba31e5,4,0.9788557213930348,0.5450492247755917,0.7627775025784894,0.622290052232448,acsa,vinai/phobert-base,lstm
666e8252910eaa74d2ba31ea,5,0.9061636263128802,0.5523944431282726,0.7052973767525978,0.6063095394491833,acsa,vinai/phobert-base,lstm
666e826f910eaa74d2ba31ef,6,0.9861111111111112,0.5874397852009725,0.7684186092146207,0.6556975996396561,acsa,vinai/phobert-base,lstm
666e828b910eaa74d2ba31f4,7,0.9861111111111112,0.6132630498302075,0.7684186092146209,0.6718448299659913,acsa,vinai/phobert-base,lstm
666e82a6910eaa74d2ba31f9,8,0.9861111111111112,0.5938363736871133,0.7684186092146215,0.6595673064944377,acsa,vinai/phobert-base,lstm
666e82dc910eaa74d2ba31fe,9,0.9859038142620232,0.5744656347890148,0.7682527717353499,0.6444329035822055,acsa,vinai/phobert-base,lstm
666e82f8910eaa74d2ba3203,10,0.9861111111111112,0.5843007186290701,0.7684186092146212,0.6538703776631815,acsa,vinai/phobert-base,lstm
666e8312910eaa74d2ba3208,11,0.9861111111111112,0.5902432283029231,0.768418609214621,0.657609783641392,acsa,vinai/phobert-base,lstm
666e832d910eaa74d2ba320d,12,0.9861111111111112,0.5925333649214176,0.7684186092146207,0.6588992901547795,acsa,vinai/phobert-base,lstm
666e8363910eaa74d2ba3212,13,0.9736733001658375,0.5921319329279472,0.7584755993959909,0.6542096950388335,acsa,vinai/phobert-base,lstm
666e837f910eaa74d2ba3217,14,0.9861111111111112,0.6014767432677813,0.7684186092146202,0.6644624390015107,acsa,vinai/phobert-base,lstm
666e8399910eaa74d2ba321c,15,0.9861111111111112,0.5838861249308942,0.7684186092146202,0.6535411049458484,acsa,vinai/phobert-base,lstm
666e83b4910eaa74d2ba3221,16,0.9861111111111112,0.5967977572455112,0.7684186092146205,0.6616978459384092,acsa,vinai/phobert-base,lstm
666e83ea910eaa74d2ba3226,17,0.9861111111111112,0.5813426254968519,0.7684186092146205,0.6478614713508374,acsa,vinai/phobert-base,lstm
666e8406910eaa74d2ba322b,18,0.9861111111111112,0.5846955697701894,0.7684186092146208,0.6542333645933316,acsa,vinai/phobert-base,lstm
666e8420910eaa74d2ba3230,19,0.9861111111111112,0.5954289399562966,0.7684186092146208,0.6607716300868206,acsa,vinai/phobert-base,lstm
666e843b910eaa74d2ba3235,20,0.9850746268656716,0.6178959698860129,0.7674834700954024,0.6744159735819104,acsa,vinai/phobert-base,lstm
666e8471910eaa74d2ba323a,21,0.9769900497512438,0.559229316381053,0.7611490706639884,0.6335174788866106,acsa,vinai/phobert-base,lstm
666e848d910eaa74d2ba323f,22,0.9861111111111112,0.565295217036508,0.7684186092146202,0.6377756539301771,acsa,vinai/phobert-base,lstm
666e84a7910eaa74d2ba3244,23,0.8506771697070203,0.5452298691726578,0.6589675181093093,0.5840560768640961,acsa,vinai/phobert-base,lstm
666e84c2910eaa74d2ba3249,24,0.9425787728026535,0.5712189712811567,0.7334946838678135,0.6311081215129106,acsa,vinai/phobert-base,lstm
666e84f8910eaa74d2ba324e,25,0.9832089552238806,0.5201686672457828,0.7660982006753069,0.6057336661413829,acsa,vinai/phobert-base,lstm
666e8514910eaa74d2ba3253,26,0.9854892205638475,0.6083866382373774,0.7677414395076002,0.6686515058771443,acsa,vinai/phobert-base,lstm
666e852e910eaa74d2ba3258,27,0.9657960199004975,0.5849637395035369,0.752271500841146,0.6461517426291102,acsa,vinai/phobert-base,lstm
666e8549910eaa74d2ba325d,28,0.9774046434494196,0.5717720919213423,0.7614619901933253,0.64004679174804,acsa,vinai/phobert-base,lstm
666e857f910eaa74d2ba3262,29,0.9046434494195689,0.5710389849693315,0.7031000301522665,0.6137865173825093,acsa,vinai/phobert-base,lstm
666e859b910eaa74d2ba3267,30,0.9859038142620232,0.5998710152938939,0.7682527717353504,0.6634737648785088,acsa,vinai/phobert-base,lstm
666e85b5910eaa74d2ba326c,31,0.9861111111111112,0.5685264155413337,0.7684186092146209,0.6442035040366935,acsa,vinai/phobert-base,lstm
666e85d0910eaa74d2ba3271,32,0.9409203980099502,0.5865553186448661,0.7320686131631355,0.6412549339202854,acsa,vinai/phobert-base,lstm
666e8606910eaa74d2ba3276,33,0.9597844112769486,0.5942809102634916,0.7467541142292317,0.6518050723055128,acsa,vinai/phobert-base,lstm
666e8622910eaa74d2ba327b,34,0.9703565505804311,0.5855217957829849,0.7556928859789478,0.6486789539798512,acsa,vinai/phobert-base,lstm
666e863c910eaa74d2ba3280,35,0.9859038142620232,0.5813574324146411,0.7682527717353507,0.6502415845445305,acsa,vinai/phobert-base,lstm
666e8657910eaa74d2ba3285,36,0.9792703150912107,0.5541225749559069,0.7629245846285568,0.6280347053724776,acsa,vinai/phobert-base,lstm
666e868d910eaa74d2ba328a,37,0.9840381426202321,0.5730079759930482,0.7667026519638388,0.641907123181097,acsa,vinai/phobert-base,lstm
666e86a9910eaa74d2ba328f,38,0.7403261470425649,0.5137862275922015,0.5752903053276233,0.5320307174967709,acsa,vinai/phobert-base,lstm
666e86c3910eaa74d2ba3294,39,0.9262023217247097,0.5655025138855944,0.7204994747283263,0.6234915137902153,acsa,vinai/phobert-base,lstm
666e86de910eaa74d2ba3299,40,0.9830016583747927,0.5841000026323354,0.7658635932889583,0.6514656176678907,acsa,vinai/phobert-base,lstm
666e8714910eaa74d2ba329e,41,0.9597844112769486,0.5930779304535485,0.7469489074588507,0.6459565138342324,acsa,vinai/phobert-base,lstm
666e8730910eaa74d2ba32a3,42,0.9861111111111112,0.6033325436310442,0.7684186092146206,0.6657118253255236,acsa,vinai/phobert-base,lstm
666e874a910eaa74d2ba32a8,43,0.9861111111111112,0.5609765326805097,0.7684186092146216,0.6358591969692838,acsa,vinai/phobert-base,lstm
666e8765910eaa74d2ba32ad,44,0.9861111111111112,0.6028932717365487,0.7684186092146209,0.6650716786654765,acsa,vinai/phobert-base,lstm
666e879b910eaa74d2ba32b2,45,0.9755389718076285,0.5674175419200248,0.7600527006621464,0.6381001512588194,acsa,vinai/phobert-base,lstm
666e87b7910eaa74d2ba32b7,46,0.7797125483692647,0.550504422332784,0.6040417501238433,0.5669360122096453,acsa,vinai/phobert-base,lstm
666e87d1910eaa74d2ba32bc,47,0.9859038142620232,0.5623272526257589,0.7682527717353501,0.6350566096434305,acsa,vinai/phobert-base,lstm
666e87ec910eaa74d2ba32c1,48,0.9832089552238806,0.5979892205638437,0.7660787871608681,0.6582000414309469,acsa,vinai/phobert-base,lstm
666e8822910eaa74d2ba32c6,49,0.9376727473742399,0.5258999315591347,0.7293977742360773,0.5979860229825595,acsa,vinai/phobert-base,lstm
666e883e910eaa74d2ba32cb,50,0.9846600331674958,0.585791281686799,0.767098819275428,0.6521984593284471,acsa,vinai/phobert-base,lstm
666e8858910eaa74d2ba32d0,51,0.9788557213930348,0.6259749532759413,0.7624823513505022,0.6773016294233748,acsa,vinai/phobert-base,lstm
666e8872910eaa74d2ba32d5,52,0.9861111111111112,0.5789932612071861,0.7684186092146207,0.6493214287077809,acsa,vinai/phobert-base,lstm
